@RELATION Twitter-Messages

@ATTRIBUTE text STRING
@ATTRIBUTE @@class@@ {anger, no_anger}

@DATA
'I want to go to my home D I dont like stay in the work all alone',no_anger
'Gah I left my glasses at work and reading is giving me a headache  I cant believe how much I need them these days  Old age',anger
'MENTION Socksys just plucky and independent to Caspars lazy and attention seeking',anger
'Hanging with kevin tomorrow  out goes being productive',no_anger
'Sitting with sabbeth in first period  buhahaha we are so cool sabbeth lmao',no_anger
'How the fuck do 2833 songs fill an iPod that is supposed to hold 4000',anger
'For MENTION because she misses Quil so  Far Away Nickleback  URL5z639',no_anger
'MENTION Hugs to you for not being able to shag Crush anymore  x',no_anger
'i hate the tremors stupid meds',anger
'MENTION Im dying to read it  I hate England',anger
'Not making good time fucking Chicago traffic   Photo URL',anger
'Buffett Lambastes Bankers Insurers for Greed Stupidity URL',anger
'My niece had elearning yesterday She used my computer I had like 23 hours of sleep only I was cranky and I behaved like an ass',anger
'MENTION S weirdo leave him alone',anger
'ugh dunno why im just not in the best of moods how do i know if i have allergies meh',no_anger
'is full from a nice dinner',no_anger
'MENTION feeling better now that it breakfast time',no_anger
'MENTION Im better today  Yesterday was really hard  Its still just so unbelievable  I miss him too and probably always will',no_anger
'MENTION  nou moe stomme bankencrisis shit S',anger
'Wow my god the whole UI is sooo much snappier Its more responsive than TweetDeck now  Tweets feel like IMs lol',anger
'good morning twitterers  rise and shine just on my way to school',no_anger
'itsucks when everyone but the one i want to text me is texting me',anger
'Art History Quiz  I didnt study',no_anger
'I want to get my braces removed sooo bad',anger
'i just saw a baby dove fall from a tree break its neck and die  i tried to save it and couldnt what a cruel world',no_anger
'MENTION Haha its not awful at all but I think everyone hates the sound of their voice when they hear it played back I know I do',no_anger
'nothing to do',no_anger
'just made a SouthKorean email pal Happy',no_anger
'im donehaha HOUSE MD marathon ulet',no_anger
'Goddamnit If we live in an age of constant communication why cant anyone return a text',anger
'MENTION  If you dont want to come then dont come JEEEEEZ',anger
'MENTION Better than work work 10 minutes for lunch work work work Actually it might be I dont work very hard',no_anger
'Just watched hella home movies with my aunt and uncle I miss the days where our whole family got along',no_anger
'Ok this is a lot more boring then I thought  and matt has me on lockdown bc of moolah',no_anger
'just woke up and my tummy hurts  theres always something wrong with me S',no_anger
'Hey MENTION MENTION is mainly depressing  Its all these people who are cheating or dont love each other anymore',anger
'MENTION Sweet im 53 so perfect for me',no_anger
'Good Morning',no_anger
'MENTION you suck',anger
'MENTION u may need this pilli think u are crazyhere take on of mine',anger
'MENTION I think MENTION has found it URL  but I cant play it',no_anger
'Got the sniffles   I SO dont want to get sick  I dont need this',anger
'MENTION yay about breaking 200',no_anger
'MENTION gah twitpic is uploading sideways today',anger
'MENTION i hate it',anger
'is tired if ppl shit talking',anger
'Cars been dropped off for service and mot  getting the train home Hate public transport',anger
'URL   hate when my PARKED car gets hit',anger
'im trying to put up a pic but it wont work',anger
'Wow seems like a lifetime since I been in herenever change to talktalk Home phone n broadband not been workin 4 ova a week now',anger
'Im home Yay Unpacked everything now just got to wash it all',no_anger
'OMG The LG KC910 touchscreen fone is such a pile of shite Roll on new contract in 18 months',anger
'Right I must be off to do some sewing Bye x',no_anger
'My computer is broken',no_anger
'MENTION Yep thats me all right  I dont mean the monk is Me  thats my as in a photo taken by me in Better Photography',no_anger
'MENTION I find mondays are the busiest days I come into work and there are 100 things to do cause the boss works weekends',anger
'MENTION i dedicated that song to my VW when i sold it',no_anger
'lol my other tankdps friend is having the same problem in a different guild  wtf is wrong with this server',anger
'MENTION Aww that sucks',anger
'really thinks wee callum should of got through last night',no_anger
'bwarg cant sleep tired of drawing',no_anger
'MENTION Thanks love  They are much better today',no_anger
'Have you ever stepped on a slug by accident I just did  I hate bugs',anger
'MENTION MENTION They follow my',no_anger
'In childrens hospital ER hoping Meredith does NOT have a broken elbowarm',anger
'At Charles with the power out LOL Damn SaveMart lost power and we could not buy beer',anger
'MENTION bless her lil socks think they need to rethink the age thing me',no_anger
'MENTION  i got too do course work   i hate it it is hard this one',anger
'how I wish my parents put me into a Chinese school when I was younger Then itll be so much easier for me to get a job',no_anger
'I am gonna hanging out with my friends  luvin jonas episode 1',no_anger
'MENTION Hey Thats my school I hate that place',anger
'ohhhh my feet ache',anger
'MENTION Thanks girl Like I said Im willing to take a loss on themjust dont want to see them wasted',no_anger
'fuck i hate when the strawberries run out in my special K',no_anger
'I have never had a Starbucks coffee in my entire life people keep making me jealous',no_anger
'MENTION word',no_anger
'Just rang the irish one Drunk Must confiscate phone  hate him lots',no_anger
'i am so bored',no_anger
'MENTION neva mind ya friend had called me jealous and i wanted to kno of what literally of what but its ova  is my tude now',anger
'MENTION oh i read that',no_anger
'Another Day gone by  Have to wake up early again tomorrow',anger
'MENTION Aww I had one yesterday they suck',anger
'Well off the clock twitter friends Sidenote I hate commuting in heavy rain',anger
'having a reli gd holiday  buh now have to revise  x',anger
'MENTION yep nothing better',anger
'MENTION URL  Guess I need to get me an iPhone now for sure  It looks bad ass',anger
'I dont know how ima work out tomorrow wit my body dis sore  ugh',no_anger
'MENTION nope dnt have wireless ne more  HATERS Ugh Save me a copy so I can watch it',anger
'Ill get my new laptop in 10 more days Excited It is Dell Inspiron  core2duo 20GHz  4GB DDR2  250GB hdd  156 inches screen',no_anger
'RIP Sammie the Cat',no_anger
'MENTION kill her',anger
'Taking back the HORRIBLE shoes my mum made me get urgggh They are some nasty footwear Problem is I cant find any other shoes',anger
'My brother just woke me up to help him with his homework Im not happy',no_anger
'MENTION oh thats my baby picture i try to convince myself im still that cute heheh',no_anger
'MENTION Why do you not respond me',anger
'MENTION u feeling urself so much u cant say hi  me no likey u',anger
'MENTION i take it youre not a fan',anger
'fuckinm transtelecom',anger
'My moms Season 3 of Weeds got burnt up in a family friends mobile home',anger
'Oh gosh how I want the party to be over and done with already',no_anger
'Feeling a little under the weather today  got a funny tummy  however the sun is shining and Im at home Yay',no_anger
'IM FEELING GREAT',no_anger
'eating Nesquick cereal  1st time since i was like 10  good times',no_anger
'MENTION Maths and Science were the strongest for me i thinkdunno bout geography only did like 1 day of study for 12 a year of work',anger
'MENTION and the fuck   was because I dont get my gift   I was SO exited about it and it was sooo awesome',anger
'I made this huge revelation as I was doing the dishes that everyone left for me and now I totally forgot it I hate when that happens',anger
'MENTION i know  i wish she would I just wanna cuddle and sleeep in ga And go to the world of coke',no_anger
'ahhhhh fuck it none of my friends want to see it and they dont wanna chill tonight so its just me myself and i',anger
'home from taking Nick home  a little lighter in pocket after being flashed by a speed camera',no_anger
'MENTION again your fault  i didnt make u leave',anger
'Friday night is never as fun as it should be when you have work on Saturday morning',no_anger
'Headed to Chicago for my cousins wedding Leaving at 5pm on a Friday was a horrible idea Sitting stopped in traffic',anger
'Up early Knee throbbing Maker Faire 99 out now Possibly Califur too Same torn ligament as before I think No insurance tho',no_anger
'MENTION ill get my size 40s out now straight to the post office  See you later hun',no_anger
'MENTION Didnt realize you were that young Advanced Happy Birthday Stefan MTFBWY Always',no_anger
'Dang it I REALLY look like crap Sigh only had 35mins to shower and 10mins to get ready',anger
'MENTION I hope he does it soon and i know i hate fakes',no_anger
'So much for running outside like I thought I was going to  looks like the treadmill will have to do for todaythanks a lot rain',anger
'SoooIm kinda o sick n tired of the bs that guys dish out',no_anger
'I am NOT in the mood for a long car drive',anger
'Kristen i miss you',no_anger
'MENTION I used to be  but that was a while ago now  your argument is pretty sound for a trolley pusher',anger
'MENTION Sorry Not unemployed',anger
'MENTION O dear HES HERE OMGOGMGO U didnt see that I was going to fuck u',no_anger
'MENTION your phone isnt working',no_anger
