@RELATION Twitter-Messages

@ATTRIBUTE text STRING
@ATTRIBUTE class {angry, disgust, happy, sad, surprise, nocode, not-relevant}

@DATA
'USER USER A tour of the inspirational town as a Tate Britain retrospective opens URL',nocode
'USER USER shame about the idiots who post rude comments throughout!',sad
'I\'m at USER in London, Greater London URL',nocode
'Great insight into #BarbaraHepworth show USER &amp; the exhibitions exploring her art USER &amp; USER   URL',happy
'URL Interview with USER  director previewing next month\'s extravaganza. See u at the USER  11/07',nocode
'What better way to get creative inspiration than to go to the Museum ✨ USER URL',happy
'. USER LOVE Bomberg\'s #JuJitsu USER ‘the new life should find its expression in a new art\' URL',happy
'#NG365 Jacob van Ruisdael\'s \"A Rocky Hill with Three Cottages\" USER #art #twitart USER URL',nocode
'USER USER USER I never knew they had one!',nocode
'USER stylish ceramics from a very talented artist #anthonytheakston #pelicanjug #ceramics USER URL',happy
'USER #AskTheGallery Dr P - wouldn\'t you like to leave with a noble gesture? Stop #privatisation, #ReinstateCandy, support union.',angry
'This #Cézanne masterpiece, on loan to USER is at risk of being sold abroad. URL URL',nocode
'#Pollock #Ligon press view USER with 3 LSAD graduates URL',nocode
'Steve\'s UK art &amp; creative Daily is out! URL Stories via USER USER USER',nocode
'#BPPortrait #photography # awards USER  URL',nocode
'Volunteers needed for ARTIST ROOMS: Gerhard Richter USER URL Deadline: Fri 3 July #artopps',nocode
'Day out with the Japanese Embassy USER and USER URL',nocode
'USER USER that\'s fabulous! thanks :)',happy
'USER USER there\'s this ABBA song?',nocode
'Lessons in death and living USER 4 July, 2–4 URL with Jon Underwood &amp; Christina Bradstreet\" USER',nocode
'Last chance to catch Defining Beauty: The Body in Ancient Greek Art USER  ★★★★★ URL URL',nocode
'Weapons of resistance: Jandamarra, a hero of the Bunuba people URL via USER',nocode
'#Artist #impression of #SummerSolstice by #Bertram #Buchanan (early #20th #century) from USER  URL',nocode
'Thanks for the recent follow USER USER USER Happy to connect :) have a great Sunday. (via URL',not-relevant
'Fabulous day USER with USER ... Greek beauty, Australia, Napoleonic propaganda &amp; so much more! URL',happy
'Our #soundssublime festival returns on 18 Jul! Free events at USER &amp; USER URL URL',nocode
'What a delicate delight for the eyes this is #art USER USER USER USER  URL',happy
'Fab Indigenous Australia exhibition USER do visit before it closes! URL',happy
'USER That was fascinating! Thank you for posting!',happy
'USER It looks Egyptian, and judging from the shape, my guess is a mummified young crocodile. USER',nocode
'Coming up this Sat! See you 1.30-4.30pm with some interesting #archive material re architecture of USER URL',nocode
'Brief visit to the USER and back home. URL',nocode
'I\'m at USER in London, Greater London URL',nocode
'As USER prepares to close for two years director USER is live USER 5.45 URL',nocode
'Fascinating mtg at USER to meet with curators &amp; mgmt to discuss closer working links with schools &amp; museum resources. #history',happy
'USER with support from USER giving an insight to degree subjects. Post 16 \'Subject Taster Week\' URL',nocode
'#AskTheGallery How much did USER receive in sponsorship fees from Shell for branding the Rembrandt exhibition?',nocode
'Went to the Indigenous Australians exhibition USER this evening - fascinating and fabulous - not too many dots',happy
'USER USER USER USER USER USER USER USER USER USER URL',not-relevant
'USER USER USER USER',nocode
'Ancient roman wedding ring from the USER .  See the clasped hands, just like in the novel Summer of Fire URL',happy
'USER USER USER one of my favorites also!',happy
'Watch my report on #pollock at USER on USER URL',nocode
'Ragani Vasant, Manley Ragmala c 1610 #MughalMonday USER URL',nocode
'USER Hey! Check out the national singing competition Open Mic UK! Open to all types of acts and all ages! URL',not-relevant
'USER  URL',not-relevant
'I\'m at USER in London, Greater London URL',nocode
'Sign up to USER e-news and you could win an #ExhibitionOnScreen DVD URL',nocode
'It makes my heart sing to see the #Elgin #marbles at the USER #inspiration #art … URL URL',happy
'Had a great USER tour of the USER with USER now at USER enjoying The Five service. URL',happy
'Jim\'s bathroom USER where we find an old glass milk bottle filled with #Foxglove #Nigella &amp;… URL',nocode
'From USER to the World! USER exhibition opens tonight until October. Learn about the #legend URL',nocode
'USER nice one',happy
'USER Thank you so much for your amazing \'Defining Beauty\' exhibition. It\'s an aesthetic feast!',happy
'Tomorrow opens \'Jackson Pollock: Blind Spots\' at the USER ☞URL',nocode
'USER The second GENOCIDE against #Biafrans as promised by #Buhari has begun, 3 days of unreported aerial Bombardment in #Biafra',not-relevant
'Because today wasn\'t perfect enough: gelato affogato USER URL',happy
'USER New trailer for Many Beautiful Things ft. #MichelleDockery released via USER URL',nocode
'By Gaye Sculthorpe, Curator for Oceania USER  URL',nocode
'USER how wonderfully unpopulated!',happy
'USER USER USER are you saying you\'re not the Wicked Witch of the PNW but really Deborah the Good Witch of the UpperMW?',not-relevant
'Ceri-Anne, Arts Administrator USER &amp; me enjoying the ++ weather doing a recky for Castle Hill Open Day signs! URL',not-relevant
'Don\'t miss James Richards\'s sonic installation of Francis Bacon\'s 1953 Study for a Portrait USER URL',nocode
'Lovely day USER USER for #DiscoveryDay- thanks all #artseducation URL',happy
'From The Tomb Of #Nebamun — 1350 BC | #Egyptology #Archaeology #AncientEgypt USER URL',nocode
'USER who owns all this Art?',nocode
'USER USER USER USER USER fantastic!!',happy
'The history of avant-garde museology. #ArseniyZhilyaev in conversation USER Thur 2 July, 7pm URL',nocode
'Link URL por USER es el tuit más popular en mis \'news feed\' de hoy',nocode
'USER USER USER USER USER USER USER USER USER e noi rispondiamo!',nocode
'Discover The Arts with Social Media: NOHO Featured Artists Blandine Bardeau and Hermoine Carline URL USER 🎨',nocode
'Helen Wilson talks about her CDA PhD work w/ USER USER Do innovative techniques add to #cdavalue? URL',nocode
'Off to London for #CivilisedBodies USER and then to talk about  \'Greek bodies\' USER this evening. A day of bodies!',nocode
'#FF USER USER USER USER USER USER USER USER USER USER',nocode
'Here\'s me trying a spot of life drawing at (fabulous) USER in Cambridge URL',happy
'Art museums can open up a whole new world to our children URL via USER USER URL',happy
'15-25 and near USER today? Join in with RE-A-LINE: performance, talks and artist led workshops, 11.00-15.00: URL',nocode
'Thank you, Sir. USER USER USER USER USER USER USER USER USER',nocode
'On my way to USER this morning for the press view of The new Jackson Pollock show',nocode
'USER thanks a tonne! I also loved the podcast Neil MacG did on it - intriguing to say the least that a \'faery tale\' was...real?!',happy
'USER Fascinating, thanks. What an odd place to exile anyone to!',happy
'What can the Old Masters teach us about living a meaningful life? via USER URL URL',nocode
'USER I think he was crowned in 1520.',nocode
'USER USER USER USER USER USER USER An important talk.Would love to visit Haida Gwaii',happy
'USER USER USER USER yes',not-relevant
USER,nocode
'USER USER USER I\'ve missed it too - will have to look for it next time ;)',happy
'So excited! Less than a week until the #JacksonPollock exhibition starts at USER #cantwait 🎨',happy
'USER # Sooo #ROMANTIC!',happy
'Free CPD afternoon for USER 2016 \'War Games\' exhibition on Thurs 2 Jul from 4pm #plymouth. Details at URL',nocode
'Looking forward to Amelia Smith speaking in \'CDA innovation showcase\' USER USER URL #cdavalue',happy
'The USER #defining beauty exhibition was wonderful ,looking at the body in Greek art ,like being at home ! URL',happy
'Gloomy weather getting you down ☔️😞? Go to USER for their last day before 2 yr refurb; instant feel good fun URL',happy
'USER and you could always read Art as Therapy URL',nocode
'USER Absolutely amazing space and venue for ShakespeareanTCS summer drinks party URL',happy
'USER USER USER  staff, trustees, managers should have an informal, friendly open chat. Why not? Clear air.',nocode
'1 week left to apply for the Head of Marketing role USER Could you play a significant part in it\'s success? URL',not-relevant
'USER The 2nd GENOCIDE against #Biafrans as promised by #Buhari has begun,3days of unreported aerial Bombardment in #Biafraland',not-relevant
'USER USER then it\'s a must to take the time to take it all in #enjoythemoment',happy
'Art update! Ready for the new USER guests, hope they like them! #ElisabethClarke USER poster URL',happy
'Loved USER #IndigenousAustralia exhibit this aft although surprised that #PaulKeating 1992 speech didn\'t feature in timeline',happy
'USER USER yes a day is not enough... what is #Futureofmuseums? I have not heard of this',happy
'#PhilGrabsky\'s latest blog shares an interesting article related to the USER exhibition about Durand-Ruel URL',nocode
'British Museum: Bonaparte and the British USER URL',nocode
'Steve\'s UK art &amp; creative Daily is out! URL Stories via USER USER USER',nocode
'USER USER USER Fascinating! Thanks for posting this!',happy
'View not bad from USER café either! URL',happy
'USER USER USER USER good question - USER have an answer URL',nocode
'Summertime in Cambridge: #Running, flying, sitting around and ... singing. USER URL',happy
'USER Have you got any interesting talks coming up? Feel free to add them to our site :) URL',nocode
'Inspiring architecture of the USER Saw the Rosetta Stone &amp; many cool treasures!… URL',happy
'USER USER has it gone elsewhere for 2 years? Notice that USER #Leeds has #gaudierbrzeska show.',nocode
'USER USER USER USER USER USER  THANK YOU  SO  MUCH   💖 X URL',happy
'Learn more about #Pollock\'s black paintings in our stunning catalogue for USER show URL URL',nocode
'USER hundred, wool, scrlj',nocode
'Great day so far! USER USER USER #CastleHill15 URL',happy
'USER symbol frm the past. Attitudes of tolerance are never fixed. They are being constantly re-negotiated. URL',nocode
'Don\'t miss the brilliant Christopher Williams show USER before it closes tomorrow. URL URL',nocode
'Pop Up Dance by North Cambridge Accademy USER #CastleHill2015 URL',nocode
'USER USER so good to see the film. I missed them rolling down the hill in real time... #materialhistories',happy
'USER are hiring a Graduate Trainee: Fundraising. Paid, 1 year, full time. Deadline: 29/06/15 URL',not-relevant
'Spent the morning learning about #8mummies USER Fascinating and well-presented; a right balance of objects, info and interaction!',happy
'Jackson Pollock: Blind Spots opens USER on 30 June. Can\'t wait. URL  #art #Liverpool',happy
'USER USER oops URL',nocode
'USER USER Europa seems quite happy to be abducted by the bull (Zeus). :)',happy
'JUST REALIZED I WILL BE ABLE TO SEE THE #8mummies EXHIBITION AT THE USER I AM SO HAPPY',happy
'Working meeting at USER &gt; what a great start to the day URL',happy
'‘soundscapes’ opens soon at USER — USER USER USER &amp; more: URL URL',nocode
'USER USER USER USER it\'s a Mosque now',nocode
'Barbara Pezzini lecture  USER and modern British art\' next Monday! USER #CDPPhd USER USER  URL',nocode
'USER USER Napoleon was defeated, but you british are afraid of him until today.',nocode
'USER USER It\'s my local URL class.',nocode
'USER USER Царь России грядущий Сергей Забабонов  URL',not-relevant
'USER USER USER such an  interesting article about cabinets of curiosities 💙 📝 📎 URL',happy
'Drawings USER \'Defining Beauty\' exhibition. URL',nocode
'Crumbs USER with Dudley, and USER posting Henry VIII, feel a bit threatened by my Museum tweets as a Catholic today :(',sad
'USER yes please!',happy
'Take #AWalkontheWildSide today with a visit to the art gallery. FREE admission, prints from the USER and so much more! #VisitKent',happy
'Wellcome to Instagram, USER (URL Just in time for #InstaMuseum tomorrow :D URL',happy
'Headless Ones. [photo] #London #flickstackr USER URL',nocode
'I\'m at USER in London, Greater London URL',nocode
'USER USER Syracuse\'s (the Greek colony) coin (Demareteion, BC 480), USER and Paolo Orsi Museum URL',nocode
